ISBN,Book-Title,Year-Of-Publication,Author-ID,Book-Author
0853301239,A Treatise on White Magic or The Way of the Disciple,1998,3665,Alice A. Bailey
0553284347,Toxic Parents: Overcoming Their Hurtful Legacy and Reclaiming Your Life,1990,3666,Susan Forward
0345356500,Garfield's Thanksgiving,1988,3667,JIM DAVIS
0440473500,RAMONA QUIMBY AGE 8 (Ramona Quimby (Paperback)),1982,3668,BEVERLY CLEARY
0773674489,Mystery House,1996,3669,Jean Booker
0743423682,Hollywood Wives - The New Generation,2002,1129,Jackie Collins
1410798860,The Diary of Alice Mary: A Factual Childhood Diary Written During the World War II Years by Joe Connally for His Young Motherless Child With Quotations Throughout This Book,2003,3670,Alice Mary Connally Fisk
0525945938,Scarlet Feather,2001,50,Maeve Binchy
042516876X,Range of Motion,2000,2894,Elizabeth Berg
0385496095,Traveling Mercies: Some Thoughts on Faith,2000,1026,Anne Lamott
0385475721,The Blind Assassin,2000,338,Margaret Atwood
0385319908,A Place of My Own : The Education of an Amateur Builder,1998,3671,MICHAEL POLLAN
0425142035,Missing in Manhattan: The Adams Round Table,1994,3672,Bill Adler
0061096253,The Butter Did It : A Gastronomic Tale of Love and Murder (Chas Wheatley Mysteries),1998,3673,Phyllis Richman
1551667509,Haunted,2003,1894,Heather Graham
0553277723,"NIGHT SHE DIED, THE",1985,3674,DOROTHY SIMPSON
0425068099,The Witness for the Prosecution and Other Stories,1996,1349,Agatha Christie
0449146391,Murder at the PTA Luncheon,1990,3675,VALERIE WOLZIEN
0312421117,Elegy for Iris,2001,1911,John Bayley
0761514430,Lean and Luscious and Meatless (Lean and Luscious Series),1998,3676,Millie Snyder
0679405283,The Tale of the Body Thief (Vampire Chronicles),1992,493,Anne Rice
0440508975,Bibliotherapy: The Girl's Guide to Books for Every Phase of Our Lives,2001,3677,Nancy K. Peske
0006751504,The Secret Life of Sally Tomato,2001,3678,Jean Ure
0515137111,Birthright,2004,299,Nora Roberts
0345456939,Gone Too Far,2004,3358,SUZANNE BROCKMANN
0060504110,Die in Plain Sight,2004,2635,Elizabeth Lowell
0060542799,An Hour to Kill : A Novel,2004,3679,Karin Yapalater
0743469844,Flirting with Pete : A Novel,2004,302,Barbara Delinsky
0553583573,Dark Horse,2004,484,TAMI HOAG
0446613886,Land of the Living,2004,2150,Nicci French
0449148238,Buried Lives,1993,3680,Nancy Star
0373289278,"Badlands Bride (Harlequin Historical, 327)",1996,328,Cheryl St. John
880781000X,La Casa Degli Spiriti,1995,234,Isabel Allende
0451205561,The Chocolate Cat Caper,2002,3681,Joanna Carl
1551667371,Thicker Than Water,2003,2018,Maggie Shayne
1551667398,The Bad Witness,2003,3682,Laura Van Wormer
0778320324,Pale Moon Rising (Mira),2004,3683,Ginna Gray
0778320413,While Others Sleep (Mira),2004,3684,Helen R Myers
0553107380,Pawing Through the Past (Mrs. Murphy Mysteries (Hardcover)),2000,974,Rita Mae Brown
0375406182,Plainsong,1999,3685,Kent Haruf
0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),1988,855,Sue Grafton
1892145057,T. Bor: Tiborocity Exhibition,2002,3686,Maira Kalman
0345389964,A Son of the Circus,1995,285,John Irving
0486256111,Story of the Titanic Postcards (Card Books),1988,3687,Frank Braynard
0679751521,Midnight in the Garden of Good and Evil,1999,90,John Berendt
0590120727,Help!: I'm Trapped in My Principal's Body,1998,3688,Todd Strasser
1888054557,Postmarked Yesteryear: 30 Rare Holiday Postcards,2001,3689,Pamela E. Apkarian-Russell
0312099045,Route 66 Postcards: Greetings from the Mother Road,1993,3690,Michael Wallis
0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),1998,536,Janet Evanovich
0385265565,There Are No Children Here: The Story of Two Boys Growing Up in the Other America,1992,3691,Alex Kotlowitz
0670813648,Misery,1990,120,Stephen King
0892961759,Only When I Laugh,1987,1280,Len Deighton
0345372433,The Good Husband,1994,1492,Gail Godwin
0399144315,The Cat Who Saw Stars,1999,160,Lilian Jackson Braun
0786883219,Brain Droppings,1998,1620,George Carlin
0375504613,A Short Guide to a Happy Life,2000,393,ANNA QUINDLEN
0785263535,"The Savage Nation: Saving America from the Liberal Assault on Our Borders, Language and Culture",2003,3692,Michael Savage
0380896389,Until Proven Guilty,1985,2161,J.A. Jance
0380896419,Injustice for All: A J.P. Beaumont Mystery,2004,2161,J.A. Jance
0671252941,Knock Wood,1984,3693,Candice Bergen
155972272X,Bette: An Intimate Biography of Bette Midler,1995,3694,George Mair
0393046338,The Republic of Dreams: A Reverie,1998,3695,G. Garfield Crimmins
0671001795,Two for the Dough,1996,536,Janet Evanovich
0316526835,Deep Water Passage: A Spiritual Journey at Midlife,1995,3696,Ann Linnea
0385307888,I Could Do Anything If I Only Knew What It Was: How to Discover What You Really Want and How to Get It,1994,3697,Barbara Sher
039447970X,Centennial,1974,2212,James A. Michener
0425161285,Turtle Moon,1997,543,Alice Hoffman
0156904365,Till We Have Faces: A Myth Retold,1980,487,C. S. Lewis
8804342838,Due di due (Bestsellers),1991,3698,Andrea De Carlo
0743448421,Alphabetical Hook-Up List A-J,2002,3699,Phoebe McPhee
014034991X,Westing Game,1992,1774,Ellen Raskin
0440414539,Lily's Crossing (Yearling Newbery),1999,3700,Patricia Reilly Giff
006106498X,Wishbone Classic #11 Adv of Tom Sawyer (Wishbone),1997,3701,Stephen Fuentes
0553274295,Where the Red Fern Grows,1984,3702,Wilson Rawls
0590457799,Knitwits,1994,3379,William Taylor
0689800843,Running Out of Time,1995,3703,Margaret Peterson Haddix
0590457233,You Be the Jury: Courtroom IV (You Be the Jury),1992,513,Marvin Miller
0689311001,BABY SITTING IS A DANGEROUS JOB,1985,3704,Willo Davis Roberts
0590926675,"So Far From Home : The Diary of Mary Driscoll, an Irish Mill Girl, Lowell, Massachusetts, 1847 (Dear America)",1997,3705,Barry Denenberg
0671794019,Jennifer Murdley's Toad (Magic Shop Books),1993,1059,Bruce Coville
0440403332,Everyone Else's Parents Said Yes,1990,378,Paula Danziger
0440948991,Luckiest Girl,1980,509,Beverly Cleary
0689849176,Just Ella,1999,3703,Margaret Peterson Haddix
1586480103,My War,2000,2200,Andy Rooney
1570282021,The Secrets of Tae Kwon Do,1998,3706,J.  Lawler
0877950938,Star child: A novel,1974,3707,Fred Mustard Stewart
0743490398,The Ultimate Weight Solution Food Guide,2003,3708,Phil McGraw
0451524667,Animal Farm,1990,232,George Orwell
0446600253,"Bless Me, Ultima",1994,3709,Rudolfo Anaya
0345386744,The Talismans of Shannara (Heritage of Shannara (Paperback)),1994,671,Terry Brooks
0965894355,Chic &amp; Slim Encore: More About How French Women Dress Chic Stay Slim -- and How You Can Too!,2000,3710,Anne Barone
0671039857,The End of the Rainbow (Hudson),2001,1013,V.C. Andrews
0671039830,"Eye Of The Storm (Hudson, Book 3)",2000,1013,V.C. Andrews
0671007696,Lightning Strikes (Hudson),2000,1013,V.C. Andrews
067100767X,Rain,2000,1013,V.C. Andrews
0140063838,Clinging to the Wreckage,1983,699,John Mortimer
0207169519,New and selected poems (A &amp; R modern poets),1992,3711,John Forbes
0684870819,Chocolate For A Teens Soul : Lifechanging Stories For Young Women About Growing Wise And Growing Strong,2000,3712,Kay Allenbaugh
1558748040,"Chicken Soup for the Teenage Soul Letters - Letters of Life, Love and Learning (Chicken Soup for the Teenage Soul)",2001,15,Jack Canfield
0425132986,Far and Away,1992,3713,Sonja Massie
0439053862,A Coal Miner's Bride: The Diary of Anetka Kaminska (Dear America),2000,3714,Susan Campbell Bartoletti
0743403614,Orphans (Orphans Series),2000,1013,V.C. Andrews
013029442X,Cities and Privatization: Prospects for the New Century,2001,3715,Jeffrey D. Greene
8495501074,Ensayo sobre la ceguera,2001,2964,Jose Saramago
0843925027,Maniac,1987,3716,Stuart Friedman
0756400953,"Jaran (Jaran, 1)",2002,3717,Kate Elliott
1559210869,"East Wind: West Wind (Buck, Pearl S. Oriental Novels of Pearl S. Buck, 8th,)",1993,2062,Pearl S. Buck
0886779960,"Sword and Sorceress 18 (Sword and Sorceress, 18)",2001,730,Marion Zimmer Bradley
033042095X,Rat Race / To the Hilt,2003,298,Dick Francis
0789716399,Easy Internet,1998,3718,Joe Kraynak
0821767240,An Unwilling Bride,2000,3719,Jo Beverley
0515135356,Crime School,2003,1713,Carol O'Connell
0316782262,All He Ever Wanted,2003,114,Anita Shreve
0525945210,A Man Named Dave: A Story of Triumph and Forgiveness,1999,3720,David J. Pelzer
0786869054,The Sunday Wife: A Novel,2002,3721,Cassandra King
0446530387,Stone Kiss (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),2002,472,Faye Kellerman
0688177743,Keeping Faith : A Novel,2000,3722,Jodi Picoult
0375413634,The Emperor of Ocean Park (Today Show Book Club #1),2002,3723,Stephen L. Carter
0425147762,Red Azalea,1995,3724,Anchee Min
0399149295,Blood Orchid (Holly Barker Novels (Hardcover)),2002,110,Stuart Woods
0066212693,Good Girls Gone Bad,2002,3725,Jillian Medoff
0670031062,Must Love Dogs: A Novel,2002,3198,Claire Cook
0679439382,The Little Friend,2002,1392,Donna Tartt
1565123417,A Private Sorcery: A Novel,2002,3726,Lisa Gornick
0451179188,Throat,1999,499,Peter Straub
0786867612,Nothing to Fall Back On: The Life and Times of a Perpetual Optimist,2002,3727,Betsy Carter
0061098035,Burn Factor,2002,3728,Kyle Mills
0553572105,Fly Away Home,1997,198,Judith Kelman
051512950X,Straw Men,2001,3729,Martin J. Smith
0312926456,"Unanswered Cries : A True Story Of Friends, Neighbors, And Murder In A Small Town",1992,3730,Thomas French
0786889837,Buried Evidence,2002,3731,Nancy Taylor Rosenberg
0804108749,Saint Maybe,1992,1249,ANNE TYLER
0425121631,Rules of Prey,1992,483,John Sandford
0804109052,Undue Influence,1992,3732,Shelby Yastrow
0345402308,Fourth Procedure,1995,3733,STANLEY POTTINGER
0451168690,Mystery,1997,499,Peter Straub
067945960X,Monster: A Novel,1999,1359,Jonathan Kellerman
0316693235,Violets Are Blue,2001,109,James Patterson
0451188616,The Heir,1996,454,Catherine Coulter
050552208X,A Darker Dream,1997,3734,Amanda Ashley
0380820846,Romancing Mister Bridgerton,2002,3735,Julia Quinn
0425153975,The Eyes of Darkness,1996,45,Dean R. Koontz
0425119653,Mutation,1991,489,Robin Cook
0553579983,And Then You Die,1998,822,Iris Johansen
0399149325,Portrait of a Killer: Jack the Ripper -- Case Closed,2002,48,Patricia Cornwell
042515971X,Blown Away,1997,3736,David Wiltse
1583144269,Smitten,2003,3737,Sonia Icilyn
0446610852,The Kissing Game,2003,2471,Kasey Michaels
0821771426,Say You're Mine,2002,3738,Judi McCoy
0671744577,Eternity,1992,917,Jude Deveraux
0373261047,Real Murders,1992,3739,Richard Harris
0743233468,Bare Bones : A Novel,2003,1010,Kathy Reichs
0804114986,The Bonesetter's Daughter,2002,6,Amy Tan
0380808072,First Lady,2000,1881,Susan Elizabeth Phillips
067179356X,In the Name of Love : Ann Rule's Crime Files Volume 4 (Ann Rule's Crime Files),1998,115,Ann Rule
0743410505,Deadly Decisions,2001,3740,Kathleen J. Reichs
0380750848,A Heart So Wild,1986,1681,Johanna Lindsey
0425151883,Blush,1996,3741,Suzanne Forster
0446611808,Envy,2002,108,Sandra Brown
0310220033,Vanished,2000,3742,Alton Gansky
0553583360,Slightly Shady,2002,3137,Amanda Quick
0446600709,Assumed Identity,1994,107,David Morrell
0671019929,ESAU,1998,3743,Philip Kerr
044915002X,Shameless,1997,2848,Jennifer Blake
0425178579,Betrayal in Death,2001,299,Nora Roberts
0449907953,The Age of Grief,1992,297,Jane Smiley
1551669498,Girls Night,2002,3744,Stef Ann Holm
038081448X,The Rambunctious Lady Royston,1983,2471,Kasey Michaels
0140069135,The Name of Annabel Lee (Crime Monthly),1985,3745,Julian Symons
0696214563,Making a Home,2001,3126,Better Homes and Gardens
044808919X,Disappearing Floor (Hardy Boys Mystery Stories),1940,159,Franklin W. Dixon
0448089165,Figure in Hiding (The Hardy Boys 16),1937,159,Franklin W. Dixon
0451626079,The Upanishads,1990,3746,Prabhavananda
1563831236,Gifts in a Jar: Bars &amp; Brownies,2001,3747,G &amp; R Publishing
156383121X,Gifts in a Jar: Cookies,2001,3747,G &amp; R Publishing
0028620666,Betty Crocker's Best of Baking : More Than 350 of America's Favorite Recipes,1997,3748,Betty Crocker
1892051176,Guinness World Records 2003 (Guinness World Records),2002,3749,Claire Folkard
0877201358,La Gran Aventura de Alejandro (R 576 P),1994,3750,Abby Kanter
0844273252,Guide to Spanish Idioms,1985,3751,Raymond H. Pierson
0201741644,Macromedia Director 8.5 Shockwave Studio for 3D: Training from the Source,2001,3752,Phil Gross
1559362324,Anna in the Tropics,2003,3753,Nilo Cruz
0345430786,Manifold: Space (Manifold (Paperback)),2002,1296,Stephen Baxter
0316710571,Sam's Letters to Jennifer,2004,109,James Patterson
0060555513,The Last Goodbye,2004,3754,Reed Arvin
0892967544,First Degree,2003,3755,David Rosenfelt
0399148655,The Delicate Storm (Marian Wood Book),2003,3756,Giles Blunt
0312319142,Paranoia : A Novel,2004,2442,Joseph Finder
0345457587,"Shadow Account (Frey, Stephen)",2004,3757,STEPHEN FREY
0345453417,"Cry No More (Howard, Linda)",2003,3758,LINDA HOWARD
0060555653,The Polished Hoe,2003,3759,Austin Clarke
0316591122,Fear Itself: A Fearless Jones Novel,2003,1665,Walter Mosley
0312319517,"Avenger (Forsyth, Frederick)",2003,1830,Frederick Forsyth
0380978830,"Death Trap : An Alaska Mystery (Henry, Sue)",2003,3760,Sue Henry
0385336209,"Blinded (White, Stephen)",2004,3761,STEPHEN WHITE
0553802526,The Killing Hour,2003,525,LISA GARDNER
0446530689,The Protector,2003,107,David Morrell
0399150854,Blacklist: A V.I. Warshawski Novel,2003,552,Sara Paretsky
0060083956,Mr. Paradise:  A Novel,2004,417,Elmore Leonard
0446531421,Still Life With Crows,2003,3762,Lincoln Child
0312306814,A Grave Denied: A Kate Shugak Novel,2003,1447,Dana Stabenow
0312271786,Off the Chart: A Novel,2003,3763,James W. Hall
0399150870,Stone Cold: A Jesse Stone Novel,2003,272,Robert B. Parker
0399149821,Dirty Work,2003,110,Stuart Woods
0553802496,Odd Thomas,2003,47,Dean Koontz
0345452577,The Conspiracy Club,2003,1701,JONATHAN KELLERMAN
1400041414,The Murder Room,2003,3052,P.D. JAMES
0060193883,A Bloodhound to Die For,2003,3764,Virginia Lanier
0743428684,Midnight Flight (Ay Adult - Andrews),2003,1013,V.C. Andrews
0525947655,A Perfect Day,2003,609,Richard Paul Evans
0312316690,"The Tristan Betrayal (Ludlum, Robert)",2003,1426,Robert Ludlum
0060005556,"Last to Die (Grippando, James)",2003,3765,James Grippando
0312304269,Runaway Heart: A Novel,2003,3766,Stephen J. Cannell
0399148760,Seizure,2003,489,Robin Cook
0316603287,The Lake House,2003,109,James Patterson
0399145664,Family Honor,1999,272,Robert B. Parker
0425178102,Big Trouble,2001,264,Dave Barry
0553580515,Passage,2002,2154,Connie Willis
0749301015,My Left Foot,1991,3767,Christy Brown
0445204222,Wizard War,1987,3768,Hugh Cook
1930252501,The Brink,2002,3769,Alien Stevens
0515123293,The Last Heroes (Men at War (Paperback Jove)),1998,2106,W. E. B. Griffin
0312985207,Stephen Coonts' Deep Black (Deep Black),2003,1075,Stephen Coonts
0449220354,Final Approach,1994,3770,John J. Nance
0312981260,Temple,2002,3771,Matthew Reilly
067104754X,Purgatory Ridge (Cork O'Connor Mysteries),2002,3772,William Kent Krueger
0385144741,Memento,1979,3773,Michael Macdonald Mooney
0385144342,"Mark Coffin, U.S.S: A novel of Capitol Hill",1979,3774,Allen Drury
0595175686,The Bridge,2001,3775,Michael Darkow
1594082316,New England Interlude,2003,3776,Maria Elena Morgan
1410777057,Hidden Agendas,2003,3776,Maria Elena Morgan
0374172471,Homesickness : A Novel,1999,3777,Murray Bail
2070394867,Kitchen,1996,1053,Banana Yoshimoto
0609807420,The Business Plan for the Body,2001,3778,Jim Karas
0425122956,Majestic,1990,3510,Whitley Strieber
0451208765,Sleep No More,2003,1702,Greg Iles
0618129022,The Lord of the Rings (Movie Art Cover),2001,1245,J.R.R. Tolkien
0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),2002,3779,LAURELL K. HAMILTON
0345423429,A Caress of Twilight (Meredith Gentry Novels (Paperback)),2003,3779,LAURELL K. HAMILTON
034544356X,"Seduced By Moonlight (Hamilton, Laurell K)",2004,3779,LAURELL K. HAMILTON
0743454146,The Footprints of God : A Novel,2004,1702,Greg Iles
0451210840,"The Gunslinger (The Dark Tower, Book 1)",2003,120,Stephen King
0425152367,Private Altars,1996,3428,Katherine Mosby
0553374435,"Conscious Breathing : Breathwork for Health, Stress Release, and Personal Mastery",1995,3780,GAY HENDRICKS
0553106643,Fear Nothing,1998,395,DEAN KOONTZ
0553057707,Brain Building: Exercising Yourself Smarter,1990,3781,Marilyn Vos Savant
1853263508,DICTIONARY OF ANAGRAMS,1998,3782,Curl
1567185711,Liquid Dreams of Vampires,1996,3783,Martin V. Riccardo
1560251476,In the Shadow of the Vampire: Reflections from the World of Anne Rice,1997,3784,Jana Marcus
0449223795,The Homing,1995,1464,John Saul
1568846533,MS DOS 6.2 Simplified,1995,3785,Ruth Maran
0312144075,The Samurai's Garden : A Novel,1996,3786,Gail Tsukiyama
0684869233,The Burning Times : A Novel of Medieval France,2001,3787,Jeanne Kalogridis
0156007479,Slammerkin,2002,664,Emma Donoghue
0061031844,The Book of Shadows,2002,1285,James Reese
0312267177,Catfish and Mandala : A Two-Wheeled Voyage through the Landscape and Memory of Vietnam,2000,3788,Andrew X. Pham
0345434943,Song of the Exile (Ballantine Reader's Circle),2000,171,Kiana Davenport
1860110886,Ireland,1998,3789,Catharina Day
0875421849,Living Wicca: A Further Guide for the Solitary Practitioner (Llewellyn's Practical Magick),1993,2504,Scott Cunningham
0786868619,Stolen Lives: Twenty Years in a Desert Jail,2001,3790,Malika Oufkir
037550303X,The White Death: Tragedy and Heroism in an Avalanche Zone,2000,3791,McKay Jenkins
0345442741,Welcome to the Great Mysterious (Ballantine Reader's Circle),2002,195,LORNA LANDVIK
0970272707,The Birth of Blue Satan,2001,3792,Patricia Wynn
0399138439,"Three Complete Novels: Lightning, the Face of Fear, the Vision",1993,45,Dean R. Koontz
0130484717,ART OF THE LEADER,1991,3793,William A. Cohen
0452276365,Insomnia: 50 Essential Things to Do,1997,3794,Theresa Digeronimo
0671723650,How To Win Friends And Influence People,1990,861,Dale Carnegie
0671733354,How to Stop Worrying and Start Living,1990,861,Dale Carnegie
0451206525,Dead Sleep,2002,1702,Greg Iles
0140445943,The Earliest English Poems (Penguin Classics),1992,3795,Michael Alexander
1557489297,Wait For the Morning (Heartsong Presents #194),1996,3796,Kjersti Hoff Baez
0553280430,The Tao of Relationships: A Balancing of Man and Woman,1989,3797,Ray Grigg
0451167317,The Dark Half,1994,120,Stephen King
0821725998,Quest of the Seventh Carrier,1989,3798,Peter Albano
0590444646,Caddie Woodlawn,0,3799,Carol Brink
039951743X,The Pocket Dictionary of Signing,1992,3800,Rod R. Butterworth
0671517643,LITTLE WOMEN,1994,231,Louisa May Alcott
155748919X,An Uncertain Heart (Heartsong Presents #188),1996,3801,Andrea Boeshaar
1577480112,The Fruit of Her Hands,1997,3802,Jane Orcutt
0451457250,Stargate Sg-1,1998,3803,Ashley McConnell
0394741838,"Dragons of Spring Dawning (Weis, Margaret)",1985,877,Margaret Weis
0345428455,"Vector Prime (Star Wars: The New Jedi Order, Book 1)",2000,3804,R. A. Salvatore
0671541749,"Invasion: The Soldiers of Fear (Star Trek: The Next Generation, No. 41)",1996,3805,Dean Wesley Smith
0345314875,Requiem for a Ruler of Worlds,1985,2560,Brian Daley
0140446109,On the Nature of the Universe (Penguin Classics),1994,3806,Lucretius
014044422X,The Complete Odes and Epodes: With the Centennial Hymn (Penguin Classics),1983,3807,Horace
0140147683,The Arabs (Penguin History),1992,3808,Peter Mansfield
0452270294,Cosmic Wormholes: The Search for Interstellar Shortcuts,1993,3809,Paul Halpern
1560766263,Prince of Lies (Forgotten Realms),1993,3810,James Lowder
014011341X,The Second World War,1990,3811,John Keegan
0155026607,Twenty Questions: An Introduction to Philosophy,1995,3812,G. Lee Bowie
0312850247,The Trikon Deception,1992,1455,Ben Bova
0786913886,"The Silent Blade (Forgotten Realms:  Paths of Darkness, Book 1)",1999,3804,R. A. Salvatore
0766607208,Treasury of Illustrated Classics: Adventures of Huckleberry Finn,2002,330,Mark Twain
1884820298,The A.D.D. and A.D.H.D. Diet! Updated: A Comprehensive Look at Contributing Factors and Natural Treatments for Symptoms of Attention Deficit Disorder and Hyperactivity,2001,3813,Rachel Bell
014042346X,The Penguin Book of Renaissance Verse (Penguin Classics),1993,3814,David Norbrook
0440133017,Cosmic Connection:  an Extraterrestrial Perspective,1975,64,Carl Sagan
0140587640,The Descent of Alette (Penguin Poets),1996,3815,Alice Notley
0399144706,River's End,1999,299,Nora Roberts
031285904X,The Parafaith War,1996,3816,L. E. Modesitt Jr.
0140444173,War and Peace (Penguin Classics),1982,366,Leo Tolstoy
0380769158,History's Last Stand,1993,3817,Gerard Del Re
1560760478,Sojourn (Forgotten Realms Novel: Dark Elf Trilogy),1991,1980,R.A. Salvatore
0880389052,"Homeland (Forgotten Realms: The Dark Elf Trilogy, Book 1)",1990,1980,R.A. Salvatore
0880389206,Exile (Forgotten Realms: Dark Elf Trilogy),1996,3804,R. A. Salvatore
0140193669,The Sorcerers' Crossing (Arkana S.),1993,3818,Taisha Abelar
0140194916,Deerdancer: The Shapeshifter Archetype in Story and in Trance (Arkana S.),1995,3819,Michele Jamal
0140255109,Novel Without a Name,1996,3820,Thu Hng Dng
014070731X,Antony and Cleopatra (New Penguin Shakespeare Series),1981,326,William Shakespeare
0140445145,Twilight of the Idols and the Anti Christ (Penguin Classics),1990,3821,R.J. Hollingdale
0452010845,A History of Russia,1993,3822,John Lawrence
0140048162,Penguin Book of Russian Short Stories.,1981,3823,David Richards
0140390537,Billy Budd and Other Stories (Penguin Classics),1989,3344,Herman Melville
0192713434,The first summer year,1972,3824,Ian Kellam
0345396936,Cry to Heaven,1995,493,Anne Rice
0312261918,Let Me Whisper in Your Ear,2000,268,Mary Jane Clark
014010870X,Life and Death in Shanghai,1988,3825,Nien Cheng
0671722840,RICHARD III,1996,326,William Shakespeare
0553233890,Pilgrim at Tinker Creek,1982,3826,Annie Dillard
0553346083,Somewhere Off the Coast of Maine,1988,3827,Ann Hood
0330306839,Holidays In Hell,0,3828,P J Orourke
0140181903,The Custom of the Country (Penguin Twentieth-Century Classics),1990,341,Edith Wharton
0786881275,The Postman,1995,3829,Antonio Skarmeta
0394587545,The Waterworks,1994,700,E. L. Doctorow
0020519303,Green Hills of Africa,1985,567,Ernest Hemingway
0345315014,Union Street,1990,3830,Pat Barker
059022638X,Dracula Doesn't Drink Lemonade (Adventures of the Bailey School Kids (Paperback)),1995,2719,Debbie Dadey
0590466178,"Night of the Living Dummy (Goosebumps, No 7)",1995,1202,R. L. Stine
0006514588,Three wise men,2000,3831,Martina Devlin
1578660432,How Not to Be a Messie: The Ultimate Guide for the Neatness Challenged : The Messies Manual/the Messie Motivator,1999,3832,Sandra Felton
0761116230,"McGee &amp; Stuckey's Bountiful Container: A Container Garden of Vegetables, Herbs, Fruits, and Edible Flowers",2002,3833,Rose Marie Nichols McGee
1580174493,The City Gardener's Handbook: The Definitive Guide to Small-Space Gardening,2002,3834,Linda Yang
0380819600,"Take Me, I'm Yours (Avon Light Contemporary Romances)",2002,1871,Elizabeth Bevarly
0312980159,Fast Women,2002,91,Jennifer Crusie
0821771116,Falling for April (Zebra Historical Romance),2002,2932,Lisa Plumley
0451403967,Devoted,1996,3835,Alice Borchardt
0140277749,The Bust Guide to the New Girl Order,1999,3836,Marcelle Karp
1580050158,Cunt: A Declaration of Independence (Live Girls),1998,3837,Inga Muscio
0451524195,Sense and Sensibility (Signet Classic),1989,42,Jane Austen
0821768093,Fly Me to the Moon (Zebra Contemporary Romance S.),2001,3838,Kylie Adams
0440214866,Hot Schemes: A Molly Dewitt Romantic Mystery,1994,3839,Sherryl Woods
0440210046,Hot Secrets,1992,3839,Sherryl Woods
0440214858,Hot Money (Molly Dewitt Romantic Mystery),1993,3839,Sherryl Woods
0380818957,First Comes Love (Avon Light Contemporary Romances),2002,3840,Christie Ridgway
0451191889,Beguiled,1998,3835,Alice Borchardt
0345423658,The Wolf King,2001,3835,Alice Borchardt
0743410262,Educating Caroline (Sonnet Books),2001,3841,Patricia Cabot
0515119660,The Light Bearer,1996,3842,Donna Gillespie
0312979851,True North,2002,3843,Beverly Brandt
0312979886,Female Intelligence,2002,92,Jane Heller
0446671339,The Quiet Room : A Journey Out of the Torment of Madness,1996,3844,Lori Schiller
0425173631,Witness in Death (Eve Dallas Mysteries (Paperback)),2004,1500,J. D. Robb
0451524748,Paradise Lost and Paradise Regained (Signet Classics (Paperback)),1989,3845,John Milton
0553212451,The Jungle (Bantam Classics),1981,3846,Upton Sinclair
0451191137,Anthem,1996,1109,Ayn Rand
0553299611,Lila: An Inquiry Into Morals,1992,3470,Robert M. Pirsig
0679454489,Merrick (Vampire Chronicles),2000,493,Anne Rice
0679454470,"The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles)",1998,493,Anne Rice
0425176304,Judgment in Death,2004,1500,J. D. Robb
0684824485,Babylon Revisited : And Other Stories,1996,2571,F. Scott Fitzgerald
0684801558,BEAUTIFUL AND DAMNED,1995,2571,F. Scott Fitzgerald
0440225639,The Complete Book of Food Counts- 5th Edition (Complete Book of Food Counts),2000,3847,CORINNE T. NETZER
0811212475,The Crack-Up,1993,2571,F. Scott Fitzgerald
0553584782,The Pill Book  10th Edition : New and Revised (Pill Book),2002,3848,HAROLD M. SILVERMAN
0805417761,Experiencing God Day-By-Day: Devotional,1998,3849,Henry T. Blackaby
087542791X,To Ride a Silver Broomstick: New Generation Witchcraft,1993,3850,Silver Ravenwolf
015696158X,When God Was a Woman (Harvest/Hbj Book),1978,3851,Merlin Stone
0679720200,The Stranger,1989,3852,ALBERT CAMUS
1852302089,How to Use Homeopathy: A Comprehensive Instruction Book (Health Workbooks),1991,3853,Christopher Hammond
0140092838,Adventures in the Alaskan Skin Trade (Contemporary American Fiction),1986,3854,John Hawkes
0679424474,"Better Than Sex: Confessions of a Political Junkie (Gonzo Papers, Vol 4)",1994,2794,Hunter S. Thompson
0373250371,Losing It (Red Dress Ink),2003,3855,Lindsay Faith Rech
0312983271,Full House (Janet Evanovich's Full Series),2002,536,Janet Evanovich
0060507845,"A Promising Man (and About Time, Too)",2002,3856,Elizabeth Young
0345295684,Dragonflight,1980,2488,Anne Mccaffrey
8483101319,La ignorancia,2000,179,Milan Kundera
0312204353,Soul of a Citizen : Living With Conviction in a Cynical Time,1999,3857,Paul Rogat Loeb
1551669285,The Soul Catcher (Maggie O'Dell Novels (Hardcover)),2002,3858,Alex Kava
0446670111,Einstein's Dreams,1994,3859,Alan Lightman
0020545509,The Daughter of Time,1988,3860,Josephine Tey
0385468490,Free,1993,3861,Todd Komarnicki
0312979096,Now You See Me,2002,3862,Tina Wainscott
0385313861,Going Native,1995,3863,STEPHEN WRIGHT
0323023924,Nursing Interventions Classification (Nic),2003,3864,"Joanne McCloskey, Ph.D. Dochterman"
3257232993,Liebesfluchten,2002,3865,Berhard Schlink
3499141639,,1978,556,Henry Miller
0702217921,Miss Peabody's inheritance,1983,3866,Elizabeth Jolley
037328019X,Forest Prime Evil,0,3867,Alan Russell
1557735840,Error in Judgement,1991,3868,D. C. Brod
0515111341,The Last Laugh (A Garth Ryland Mystery),1993,3869,John R. Riggs
